Topic,Subtopic,Tweet,Hashtag,Emojis
Health and Fitness,Health and Fitness/Mental Health,Are you going through depression... Reach out to a mental health specialist. Contact: @MindCharity https://t.co/6Z2miMMdlU,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @HuffPoLifestyle: It's 2016 and a guy just 'mansplained' cycling to an Olympic athlete. https://t.co/fKsrjhZVFE https://t.co/CTGiHEO01y,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @FLEX_Magazine: 6 exercises for diesel shoulders: https://t.co/mobKAV1eL4 https://t.co/MdwJ3AX5eI,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @FitnessMagazine: The Intense Dumbbell Workout You Can Do in 30 Minutes:
https://t.co/0NRdyzqa51 https://t.co/nydwY7cJzd",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @mobilitywod: Driving consilience between actual function and physiology is the dream. https://t.co/SvCKQdj1iP,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @KoeniGator: Getting a lesson from @mobilitywod as part of the #superACP @altisworld  ""I'm all right"" thanks for your wisdom! https://t.co/RSJcPO4OjO",superACP,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @madeleine_shaw_: Porridge topped with passion fruit is a game-changer! 🍌 what combo are you munching on this morning? x https://t.co/HfpWq7H2YG,,banana
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @WellandGoodNYC: The 5 best healthy vegan ice cream brands: https://t.co/Rev3gPOAiS https://t.co/PHKEklOvvi,,
Health and Fitness,Health and Fitness/Sports Medicine,RT @NatraSanUK: Follow &amp; RT for your chance to WIN one of five 250ml bottles of NatraSan! #giveaway #competition,"giveaway,competition",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @HuffPoLifestyle: Rise of drunkorexia: worrying number of young people swapping meals for booze - https://t.co/jcuLJvORrD https://t.co/Pm4x4tPkrb,,
Health and Fitness,Health and Fitness/Health Technology,RT @gofestuk: Need a Fitbit in your life? Win a @FitbitUK Blaze worth £159.99! Terms at https://t.co/sAWZ08UiNb #GoFestUKBlaze https://t.co/txTVHTEOVF,GoFestUKBlaze,
Health and Fitness,Health and Fitness/Health Technology,@gofestuk @FitbitUK  @FitbitUK Blaze worth £159.99! Terms at https://t.co/pnKlgnzu3V #GoFestUKBlaze fantastic prize I sooooo need this !,GoFestUKBlaze,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @MuscleFoodUK: We're VERIFIED by @twitter 
To Celebrate we're giving away a MASSIVE Hamper - Just Re-Tweet &amp; Tag a friend to enter. https://t.co/GgKH2Kswxg",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @AFaigenbaum: Is strength training really safer than walking/running? Lifters have been saying this for years @nsca @uksca https://t.co/k4AbjV2Wwg,,
Health and Fitness,Health and Fitness/Sports Medicine,RT @davidopar: Hamstring activation in 10 different exercises  @MBourne5 @das_shield @drmorgs in @BJSM_BMJ https://t.co/pAziAz3Xjq https://t.co/OAJTrlpU3R,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: We’re giving away a Fitbit Alta in our #competition! Just RT &amp; F to enter. #realbuzzFitbit https://t.co/ZB7mfSb51J https://t.co/6iX1u6nkDN,"competition,realbuzzFitbit",
Health and Fitness,Health and Fitness/Men's Health,RT @MensHealthUK: Don't end up like Gonzalo Higuain. Use these fat-burning exercises to cut weight now https://t.co/Qcd2FPGg5c https://t.co/GeUpfMKrog,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,@MyproteinUK aww the bottom ones got it the toughest,,
Health and Fitness,Health and Fitness/Dental Care,RT @Janinawhitening: FLW &amp; RT with #MyJaninaSmile to win our teeth whitening goodies! Ends 1st Sept. #comp #competition #winitwednesday https://t.co/WGpoBN0EKj,"MyJaninaSmile,comp,competition,winitwednesday",
Health and Fitness,Health and Fitness/Mental Health,RT @AnxietyUK: Worried about someone living with anxiety? Want a way to help your loved one understand your anxiety? We can help https://t.co/izZ82d9w5p,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,@xLoveLeahx @GeorginaGrogan_ forget @ThisGirlCanUK  should be #fatgirlscan #fatsidestories #fatshaming #EndTheStigma https://t.co/vdNaeXFnDE,"fatgirlscan,fatsidestories,fatshaming,EndTheStigma",
Health and Fitness,Health and Fitness/Women's Health,RT @The1RobBrennan: Read the @WomensFitnessuk feature on journaling for #mindfulness on pg 87 for some (hopefully) wise words from me... https://t.co/AwDOChF9r7,mindfulness,
Health and Fitness,Health and Fitness/Women's Health,"RT @LizzieWRMag: OK, we forgot pix  but the @Womensrunninguk team DID manage Ashleigh's Abs Intensive! @cristinaslats @JenniferBozon #WorkoutWednesday",WorkoutWednesday,
Health and Fitness,Health and Fitness/Exercise and Nutrition,@CARDIFFSPORTSNU @MyproteinUK @MuscleFoodUK . What a day. #gainz https://t.co/l1tSG8tmLv,gainz,
Health and Fitness,Health and Fitness/Weight Loss,"RT @BooteaTeatox: ✖️ GIVEAWAY ✖️ WIN our BOOTEA BUNDLE 🎉 To enter simply follow us, RT this AND our pinned tweet - Winner 10/09 😍 https://t.co/dfJvYUZ8QF",,"heavy_multiplication_x,heavy_multiplication_x,tada,heart_eyes"
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @MuscleFoodUK: We're VERIFIED by @twitter 
To Celebrate we're giving away a MASSIVE Hamper - Just Re-Tweet &amp; Tag a friend to enter. https://t.co/GgKH2Kswxg",,
Health and Fitness,Health and Fitness/Mental Health,RT @TrevorProject: What self-care will you practice today? We support you 24/7 at 866-488-7386 🌈https://t.co/is3eas2IPl https://t.co/mN203pMBkz,,rainbow
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: It's #competition time! #Win a Fitbit in our #prize #giveaway. RT &amp; Follow to enter #realbuzzFitbit https://t.co/3kKpARkvQY,"competition,Win,prize,giveaway,realbuzzFitbit",
Health and Fitness,Health and Fitness/Women's Health,How to make your eggs taste a million times better #eggcelent https://t.co/t2xcGokuBm via @Shape_Magazine,eggcelent,
Health and Fitness,Health and Fitness/Sports Medicine,RT @MyTPI: .@RickieFowler getting in some work with @ChiroSportTVB at the Olympic Village gym this week https://t.co/6XW45oO7OW,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @MuscleFoodUK: We're VERIFIED by @twitter 
To Celebrate we're giving away a MASSIVE Hamper - Just Re-Tweet &amp; Tag a friend to enter. https://t.co/GgKH2Kswxg",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,@MuscleFoodUK @twitter Well done #MassiveHamper @BeckyCornes,MassiveHamper,
Health and Fitness,Health and Fitness/Exercise and Nutrition,Ooo new blender shopping. Buzzing my Barnet off. @NutriNinja or @thenutribullet tho?! #livefast,livefast,
Health and Fitness,Health and Fitness/Health Technology,"RT @Powers_Fitness_: Get involved with @Powers_Fitness_ at @Simply_Gym Hinckley
@zumba @Insanity @clubbercise @MetafitHQ 
Personal Training also available!",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,@MuscleFoodUK why isn't 24hr delivery working on my order,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,@MuscleFoodUK but it's saying the earliest I can get it is 16th?,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,@MuscleFoodUK thanks guys got my @QuestNutrition coming in time for hols so I'm hanging onto these badboys https://t.co/GmKXoFRSVi,,
Health and Fitness,Health and Fitness/Addiction,Hi #nationalsmoreday! How to celebrate this #fakeholiday minus the guilt https://t.co/C9ukDOakyw via @mindbodygreen https://t.co/EdEvRsIKtX,"nationalsmoreday,fakeholiday",
Health and Fitness,Health and Fitness/Exercise and Nutrition,@BeFitMotivation This is our kind of hump day motivation!,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,@MuscleFoodUK it's ok it says it will get here by Friday so as long as it's here before holiday on saturday I'm not fussed thanks,,
Health and Fitness,Health and Fitness/Disease Centres and Information,"RT @rocksaltcafeuk: Looking forward to working with @OwensCoffee for @macmillancancer #coffeemorning, and of course the cake!! https://t.co/3bFXcOAsUa",coffeemorning,
Health and Fitness,Health and Fitness/Dental Care,RT @comparethetreat: Our new #Competition #WIN a @thenutribullet - premium nutrition extraction! Follow &amp; Retweet 4 your chance to #WIN https://t.co/mcwKFWpifN,"Competition,WIN,WIN",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"@comparethetreat @thenutribullet Great prize, fingers crossed  #Competition #WIN","Competition,WIN",
Health and Fitness,Health and Fitness/Mental Health,RT @alzheimerssoc: .@Vicky_McClure talks about #MemoryWalk &amp; why supporting @alzheimerssoc is important to her https://t.co/4ZKOiuRVtC https://t.co/cLPMYjhTuy,MemoryWalk,
Health and Fitness,Health and Fitness/Health Technology,Thankyou @FitbitUK for my replacement tracker - great service!,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @reesesandfitnes: 💥 Retweet &amp; Follow us and @UfitDrinks for the chance to win a case of protein shakes 💪🏻😍 #giveaway #fitfam https://t.co/Zh3zUzUWsS,"giveaway,fitfam","boom,muscle,heart_eyes"
Health and Fitness,Health and Fitness/Exercise and Nutrition,@reesesandfitnes @UfitDrinks I would love to #WIN these to help build some muscle now ive lost :) Thank you x https://t.co/mtvK3VAY7n,WIN,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @MuscleFoodUK: We're VERIFIED by @twitter 
To Celebrate we're giving away a MASSIVE Hamper - Just Re-Tweet &amp; Tag a friend to enter. https://t.co/GgKH2Kswxg",,
Health and Fitness,Health and Fitness/Health Technology,@trainwithPUSH @DaveWattsau @mattone11 @paceyperform and then get a copy of @YoureHiredBook (100% proceeds to charity),,
Health and Fitness,Health and Fitness/Exercise and Nutrition,@lloydy_26 @MusclePharm Open till 7:30pm on Thursdays! 👍🏻,,1
Health and Fitness,Health and Fitness/Sports Medicine,"RT @DerekMHansen: My latest article:  ""Sprint Training - The Complete Training System"". Guaranteed to create some controversy.  https://t.co/9zyKDB1hPf",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,@lloydy_26 @MusclePharm  good luck with the MRI and we'll see you tomorrow!,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,".@MaxiNutrition always!! Got to be one of the favs, helps when it's ends with Cyclone too! #ShamelessPlug",ShamelessPlug,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: We’re giving away a Fitbit Alta in our #competition! Just RT &amp; F to enter. #realbuzzFitbit https://t.co/ZB7mfSb51J https://t.co/6iX1u6nkDN,"competition,realbuzzFitbit",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"@realbuzzcom Brilliant prize, I've always wanted a fitness band to push myself a bit more #realbuzzFitbit",realbuzzFitbit,
Health and Fitness,Health and Fitness/Dental Care,RT @comparethetreat: #Competition #WIN a @NutriBulletUK - premium nutrition extraction! Follow &amp; Retweet 4 your chance to #WIN https://t.co/CUCUzqCf9p,"Competition,WIN,WIN",
Health and Fitness,Health and Fitness/Sports Medicine,RT @davidopar: Hamstring activation in 10 different exercises  @MBourne5 @das_shield @drmorgs in @BJSM_BMJ https://t.co/pAziAz3Xjq https://t.co/OAJTrlpU3R,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,Want abs like a dancer? Watch this video to get that #StepUp approved body https://t.co/IkYCMeTbQ0 via @WellandGoodNYC,StepUp,
Health and Fitness,Health and Fitness/Weight Loss,"RT @BooteaTeatox: ✖️ GIVEAWAY ✖️ WIN our BOOTEA BUNDLE 🎉 To enter simply follow us, RT this AND our pinned tweet - Winner 10/09 😍 https://t.co/8LEjO2BNyE",,"heavy_multiplication_x,heavy_multiplication_x,tada,heart_eyes"
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @911well: Step by step, you will get there. Enjoy the journey and trust you will get to your destination https://t.co/aFtTp91UpO",,
Health and Fitness,Health and Fitness/Alternative Medicine,"RT @mercola: Sadly, medical errors are STILL the 3rd leading cause of death in the U.S. #health #medicalerrors https://t.co/zEi3ZtkFQ2","health,medicalerrors",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @comparethetreat: Our new #Competition #WIN a @thenutribullet - premium nutrition extraction! Follow &amp; Retweet 4 your chance to #WIN https://t.co/mcwKFWpifN,"Competition,WIN,WIN",
Health and Fitness,Health and Fitness/Women's Health,#JulianneHough on how you can have the best of both worlds https://t.co/DNgQ7vnpsK via @Shape_Magazine https://t.co/sHCDiraUn2,JulianneHough,
Health and Fitness,Health and Fitness/Men's Health,RT @MensHealthUK: Jealous of the gymnasts? Get Olympic abs with these 6 moves from @holisticmotions https://t.co/2c2rIry0uI https://t.co/2VH0HAISD8,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: It's #competition time! #Win a Fitbit in our #prize #giveaway. RT &amp; Follow to enter #realbuzzFitbit https://t.co/3kKpARkvQY,"competition,Win,prize,giveaway,realbuzzFitbit",
Health and Fitness,Health and Fitness/Mental Health,Day 4 of #22PushupChallenge from this morning. Arms aching @CombatStress https://t.co/iw47OnM73s,22PushupChallenge,
Health and Fitness,Health and Fitness/Exercise and Nutrition,@MetroUK most tattoo artists will do hands &amp; fingers it's @holland_barrett been out of touch &amp; having outdated views,,
Health and Fitness,Health and Fitness/Mental Health,RT @CharitySANE: We demand parity of esteem. No one with mental health issues should be made to feel less deserving of treatment. https://t.co/mUdMakuXlq,,
Health and Fitness,Health and Fitness/Health Technology,Really messes with my ocd when I have no barcode or measurement to add to @MyFitnessPal,,
Health and Fitness,Health and Fitness/Mental Health,RT @alzscot: Our summer edition supporter magazine is dropping through doors this week. Got yours yet? https://t.co/4FSwq6zOmY https://t.co/2Kv9j94E8Z,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @FitnessMagazine: The 10 Healthiest Foods on the Planet:
https://t.co/O9NxwyS9lZ https://t.co/WjBrjVgSa2",,
Health and Fitness,Health and Fitness/Health Technology,@raivoloution I love my @FitbitUK Alta ..... become a little obsessed with it (in a good way 🙈),,see_no_evil
Health and Fitness,Health and Fitness/Health Technology,@raivoloution @FitbitUK me too! Encourages me to try to catch up to others &amp; do more though which is great. I like sleep/water trackers too,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @MuscleFoodUK: We're VERIFIED by @twitter 
To Celebrate we're giving away a MASSIVE Hamper - Just Re-Tweet &amp; Tag a friend to enter. https://t.co/GgKH2Kswxg",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,@MuscleFoodUK would love to #win @JanTweetTweets,win,
Health and Fitness,Health and Fitness/Exercise and Nutrition,@MuscleFoodUK tagging @angielou78 #win,win,
Health and Fitness,Health and Fitness/Mental Health,Read Sara's #IllRunIfYouRun story to find out why she's fundraising for @theCALMzone &gt;&gt; https://t.co/yX1vzZV98z @runforall #Bury10k,"IllRunIfYouRun,Bury10k",
Health and Fitness,Health and Fitness/Sports Medicine,@DrEKirkeOstm Doing it all the right way too!!,,
Health and Fitness,Health and Fitness/Dental Care,"RT @TheBreathCo: It's #FreebieFriday time! RT and follow to #WIN a The Breath Co. goodies! Quick, ends 12/08. https://t.co/PzNs1Y5r01","FreebieFriday,WIN",
Health and Fitness,Health and Fitness/Exercise and Nutrition,When you need you fix so you get @MyproteinUK to delver to work #workgainz,workgainz,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @TheProteinWorks: WIN 12,000 CALORIES OF NUT BUTTERS @TheProteinWorks
Inspired by the diet of Phelps. Simply RT to enter #FindYourEpic https://t.co/jMVbCUVmlM",FindYourEpic,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: We’re giving away a Fitbit Alta in our #competition! Just RT &amp; F to enter. #realbuzzFitbit https://t.co/ZB7mfSb51J https://t.co/6iX1u6nkDN,"competition,realbuzzFitbit",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win a Fitbit in our August #competition #giveaway. Follow &amp; RT to enter. #realbuzzFitbit https://t.co/bZh9tOshB6,"Win,competition,giveaway,realbuzzFitbit",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: It's #competition time! #Win a Fitbit in our #prize #giveaway. RT &amp; Follow to enter #realbuzzFitbit https://t.co/3kKpARkvQY,"competition,Win,prize,giveaway,realbuzzFitbit",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win our August #competition and get a Fitbit Alta. RT &amp; Follow to enter our #prize #giveaway #realbuzzFitbit https://t.co/YYv8l5c7Jd,"Win,competition,prize,giveaway,realbuzzFitbit",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win a Fitbit in our August #competition #giveaway. Follow &amp; RT to enter. #realbuzzFitbit https://t.co/1Hx6Evr95P,"Win,competition,giveaway,realbuzzFitbit",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: It's #competition time! #Win a Fitbit in our #prize #giveaway. RT &amp; Follow to enter #realbuzzFitbit https://t.co/nyXz46aWFv,"competition,Win,prize,giveaway,realbuzzFitbit",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win our August #competition and get a Fitbit Alta. RT &amp; Follow to enter our #prize #giveaway #realbuzzFitbit https://t.co/zQDNk9thHk,"Win,competition,prize,giveaway,realbuzzFitbit",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win a Fitbit in our August #competition #giveaway. Follow &amp; RT to enter. #realbuzzFitbit https://t.co/FnmYeznHad,"Win,competition,giveaway,realbuzzFitbit",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: It's #competition time! #Win a Fitbit in our #prize #giveaway. RT &amp; Follow to enter #realbuzzFitbit https://t.co/3PgV2yaf1k,"competition,Win,prize,giveaway,realbuzzFitbit",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win our August #competition and get a Fitbit Alta. RT &amp; Follow to enter our #prize #giveaway #realbuzzFitbit https://t.co/7Tr7NiPPoF,"Win,competition,prize,giveaway,realbuzzFitbit",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win a Fitbit in our August #competition #giveaway. Follow &amp; RT to enter. #realbuzzFitbit https://t.co/LCMbTD7foH,"Win,competition,giveaway,realbuzzFitbit",
Health and Fitness,Health and Fitness/Sports Medicine,RT @physioroom: Diafra Sakho is undertaking individual training: 'He is working hard to attain the right level of fitness to join the squad asap.' #WHUFC,WHUFC,
Health and Fitness,Health and Fitness/Sports Medicine,"RT @TStellingwerff: there is an ever increasing age range of Olympic athletes, great article by @DrMJoyner https://t.co/Tu31OFPs2O",,
Health and Fitness,Health and Fitness/Mental Health,RT @NIMHgov: Join a pediatric research study of irritability. No Cost. Compensation and travel may be provided. https://t.co/nsFulpkKIb,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"The first steps to a healthier life, https://t.co/4pdv5ccc4f @HealthyIreland @RawHealthSligo @MensHealthMag https://t.co/2vEEtR8cj9",,
Health and Fitness,Health and Fitness/Health Technology,RT @gofestuk: WIN a @FitbitUK Blaze - tell us what sport you love! T&amp;Cs: https://t.co/VhN93vE87z #GoFestUKBlaze https://t.co/wW5ZHqYuEL,GoFestUKBlaze,
Health and Fitness,Health and Fitness/Health Technology,@gofestuk @FitbitUK my favourite sport is f1 but a close second would be football !,,
Health and Fitness,Health and Fitness/Sports Medicine,RT @sporttherapy: @TheRFL @BBCSport @bbcradiomanc @leagueexpress @LeagueWeek @Rod_Studd @TheChallengeCup @RugbyAM Please RT #LetsGetViolaBeachToWembley,LetsGetViolaBeachToWembley,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win our August #competition and get a Fitbit Alta. RT &amp; Follow to enter our #prize #giveaway #realbuzzFitbit https://t.co/9c83gvHnSA,"Win,competition,prize,giveaway,realbuzzFitbit",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @Rhalou: Random request time again! Has anyone ever run the 'Run Durham Hamsterly 10 miler' Or failing that can you suggest a really good 10-miler? x,,
Health and Fitness,Health and Fitness/Health Technology,RT @gofestuk: GIVEAWAY: Win a @FitbitUK Blaze worth £159.99! Terms at https://t.co/XkRz3dqqyW #GoFestUKBlaze https://t.co/FryKkNt0Hr,GoFestUKBlaze,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"SPECIAL OFFER!
@Cellucor C4 now just £19.95
Hurry while offer lasts... https://t.co/s4g7PKVRtG
#SpecialOffer https://t.co/BTvfyflRE2",SpecialOffer,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @LauraTurner100: Pictures like this make my stomach turn. Awful example of how to run @WomensHealthMag TOES UP (arms also awful) https://t.co/SQsijSuh1P,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @RedMagDaily: Come and see @madeleine_shaw_ @barryslondon and more #ThisIsASmartWoman https://t.co/fNPC7BEZhr https://t.co/5UwZ6i2Sqn,ThisIsASmartWoman,
Health and Fitness,Health and Fitness/Weight Loss,"RT @BooteaTeatox: ✖️ GIVEAWAY ✖️ WIN our BOOTEA BUNDLE 🎉 To enter simply follow us, RT this AND our pinned tweet - Winner 10/09 😍 https://t.co/J48pgCMvEH",,"heavy_multiplication_x,heavy_multiplication_x,tada,heart_eyes"
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: It's #competition time! #Win a Fitbit in our #prize #giveaway. RT &amp; Follow to enter #realbuzzFitbit https://t.co/cF3VZ61JcU,"competition,Win,prize,giveaway,realbuzzFitbit",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: It's #competition time! #Win a Fitbit in our #prize #giveaway. RT &amp; Follow to enter #realbuzzFitbit https://t.co/cF3VZ61JcU,"competition,Win,prize,giveaway,realbuzzFitbit",
Health and Fitness,Health and Fitness/Health Technology,@Pinotnoirgirl @FitbitUK well done 👏👌 I've become obsessed since I've had mine,,"clap,ok_hand"
Health and Fitness,Health and Fitness/Exercise and Nutrition,Fantastic Giveaway!  #WIN a @NutriBulletUK https://t.co/VfP68LDIqi,WIN,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"@TheHIITBoss @Cellucor Hi there, it's not I'm afraid just the 30 serving tub",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,#Win a @MadPaxWorld Backpack &amp; Pencil-case of your choice! via @Kahanka #BackToSchool https://t.co/f265s7vHrU,"Win,BackToSchool",
Health and Fitness,Health and Fitness/Mental Health,RT @AnxietyUK: Good morning everyone https://t.co/HCt49UTEIC,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,Find it really disrespectful when people use @thebodycoach progress pics as a place to complain about their experiences. It's not the place,,
Health and Fitness,Health and Fitness/Weight Loss,"@thebodycoach or worse still, say the person looked better before! I'm sure they've worked damn hard so give them a little credit",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"@myproteinuk delivery incoming ! 💪🏼👌🏼
➖➖➖➖➖➖➖➖➖➖➖➖➖➖
#myprotein #protein #casein #almonbutter… https://t.co/oi7psW0yYw","myprotein,protein,casein,almonbutter","muscle,ok_hand,heavy_minus_sign,heavy_minus_sign,heavy_minus_sign,heavy_minus_sign,heavy_minus_sign,heavy_minus_sign,heavy_minus_sign,heavy_minus_sign,heavy_minus_sign,heavy_minus_sign,heavy_minus_sign,heavy_minus_sign,heavy_minus_sign,heavy_minus_sign"
Health and Fitness,Health and Fitness/Exercise and Nutrition,Ultimate #Healthy Travel Snacks by @RealHannahMills https://t.co/kw5JGglV9b https://t.co/ujw0AImFwl,Healthy,
Health and Fitness,Health and Fitness/Sports Medicine,RT @MyTPI: Fowler's final movement prep with @ChiroSportTVB. Rickie gets it. Has a great approach to working on his body. https://t.co/bX4QHrRByw,,
Health and Fitness,Health and Fitness/Mental Health,Day 5 of #22PushupChallenge from this evening @CombatStress #22killpushupchallenge https://t.co/CyMcduD5BZ,"22PushupChallenge,22killpushupchallenge",
Health and Fitness,Health and Fitness/Women's Health,@SincerelyHooked @Womensrunninguk @MarathonAcademy you have talking glutes 😂😁😀,,"joy,grin,grinning"
Health and Fitness,Health and Fitness/Disease Centres and Information,"Know your genes, drop a jean size https://t.co/c2F8l8x7tA via @livestrong",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @MuscleFoodUK: We're VERIFIED by @twitter 
To Celebrate we're giving away a MASSIVE Hamper - Just Re-Tweet &amp; Tag a friend to enter. https://t.co/GgKH2Kswxg",,
Health and Fitness,Health and Fitness/Sports Medicine,RT @DerekMHansen: The majority of teams do not sprint in their preparation. They run a lot.  Recognize the difference. https://t.co/9zyKDB1hPf,,
Health and Fitness,Health and Fitness/Women's Health,RT @WomensHealthMag: I drank a gallon of water every day for a month. Here's what happened https://t.co/BY7g0uffiz (via @OrganicLifeMag) https://t.co/FVEGusOHED,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @GoldhillOrganic: Enter our prizedraw and win a #nutribullet @NutriBulletUK and a juicing box 
https://t.co/xx311WG6Ao #competition https://t.co/2ZYBhExRz0","nutribullet,competition",
Health and Fitness,Health and Fitness/Disease Centres and Information,"RT @IronmanMann: Urgent! Pls HELP &amp; RETWEET. 22 year old mother, May Brown, needs stem cell donor. #Match4May https://t.co/GJLBmmy8We https://t.co/u0yQqkrc7c",Match4May,
Health and Fitness,Health and Fitness/Disease Centres and Information,RT @IronmanMann: May is still in desperate need of a marrow donor! We need your help with spreading her story. Please Help &amp; Retweet! https://t.co/UylBp3hwut,,
Health and Fitness,Health and Fitness/Health Technology,RT @gofestuk: HUGE COMPETITION! Win a @FitbitUK Blaze worth £159.99. Terms at https://t.co/HmucOwZ2PV #GoFestUKBlaze https://t.co/JHVNwiOJtT,GoFestUKBlaze,
Health and Fitness,Health and Fitness/Health Technology,@gofestuk @FitbitUK #GoFestUKBlaze My favourite sport is swimming,GoFestUKBlaze,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: It's #competition time! #Win a Fitbit in our #prize #giveaway. RT &amp; Follow to enter #realbuzzFitbit https://t.co/cF3VZ61JcU,"competition,Win,prize,giveaway,realbuzzFitbit",
Health and Fitness,Health and Fitness/Mental Health,"RT @YourDoctorSays: #itsokaytotalk - a friend, GP, @samaritans or @CharitySANE. If in crisis see https://t.co/G5Te8nQGLZ  RT @NHSMillion https://t.co/MUxGFdduFH",itsokaytotalk,
Health and Fitness,Health and Fitness/Men's Health,RT @MensHealthUK: Want to look like an Olympic boxer? Try our hardcore HIIT boxing workout https://t.co/eV2nDU7dCM https://t.co/peQAgbduKu,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @comparethetreat: #Competition #WIN a @NutriBulletUK - premium nutrition extraction! Follow &amp; Retweet 4 your chance to #WIN https://t.co/CZ8T3rtV0l,"Competition,WIN,WIN",
Health and Fitness,Health and Fitness/Health Technology,RT @Lumie_lights: Enter this fab #competition with @Idle for a chance to #win @Lumie_lightsBodyclock Active https://t.co/U73zecvK8V https://t.co/JR6Bb4oL8O,"competition,win",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: Enter our Facebook #giveaway to #win some adidas #running shoes. Click to enter &gt;&gt;&gt; https://t.co/VaUpxBm0wF https://t.co/My0tw0Gt8b,"giveaway,win,running",
Health and Fitness,Health and Fitness/Men's Health,"RT @MensHealthMag: Burn level: 1000
https://t.co/9glnWhj5sc",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @Bellas_Wish: @thebodycoach Hi Joe ,6yo Bella needs an op to walk on her own. Can you pls RT to help? https://t.co/FccRAT9xIf … … https://t.co/BzscQvyjJ0",,
