Topic,Subtopic,Tweet,Hashtag,Emojis
Health and Fitness,Health and Fitness/Mental Health,RT @PsychCentral: Cannabis Seems to Relieve Pain Better for Men than Women https://t.co/2WqqjJpphg #mhsm #mentalhealth https://t.co/ROwneRZAxK,"mhsm,mentalhealth",
Health and Fitness,Health and Fitness/Men's Health,RT @MensFitness: 5 things you need to know about the #22pushupchallenge: https://t.co/yeFn6hLTjS https://t.co/ZSAvzdXhVr,22pushupchallenge,
Health and Fitness,Health and Fitness/Health Technology,Just completed a 3.57 mi run with @Runkeeper. Check it out! https://t.co/f88VYPJW66 #Runkeeper,Runkeeper,
Health and Fitness,Health and Fitness/Sports Medicine,"RT @BJSM_BMJ: ICYMI. Abbey D'Agostino who fell in 5,000 torn ACL and MCL. Amazing sportsmanship. Very sad. https://t.co/ZG4aUMQZUP via @USATODAY",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @911well: Never give up on anything that is still in your heart. #Followyourheart https://t.co/qL5Lv0OZyU,Followyourheart,
Health and Fitness,Health and Fitness/Health Technology,"RT @picardonhealth: I will donate $1 to the #GordDownie Fund for #BrainCancer Research for every RT. 
I'm at $363 and counting. #TheHip https://t.co/Yq3Ak3lfzr","GordDownie,BrainCancer,TheHip",
Health and Fitness,Health and Fitness/Addiction,I Got Divorced At A Young Age. Here's How I Bounced Back by @HopeCourageThrv https://t.co/0g60m8BYnH via @mindbodygreen,,
Health and Fitness,Health and Fitness/Sports Medicine,@DuncanFrench @eis2win @TeamGB love &amp; miss your incredible talents &amp; personality!!! 😗,,kissing
Health and Fitness,Health and Fitness/Exercise and Nutrition,Stress causes an excessive amount of other illnesses. Get your #stress under control #podcast #health @PreventionMag https://t.co/CaR7tChyED,"stress,podcast,health",
Health and Fitness,Health and Fitness/Women's Health,"RT @Women_Fit: If you still look cute at the end of your workout, you didn't train hard enough.",,
Health and Fitness,Health and Fitness/Men's Health,RT @MensFitness: Build all-over strength and shred fat with this 4-week kettlebell program: https://t.co/OlUDFt7lpp https://t.co/rlKqEyA3dQ,,
Health and Fitness,Health and Fitness/Health Technology,"RT @picardonhealth: I will donate $1 to the #GordDownie Fund for #BrainCancer Research for every RT. 
I'm at $363 and counting. #TheHip https://t.co/Yq3Ak3lfzr","GordDownie,BrainCancer,TheHip",
Health and Fitness,Health and Fitness/Mental Health,"RT @PsychologyNow: Divorce is seasonal, peaks following family vacations: Divorce is seasonal, a new study fin... https://t.co/5dgZLEZLXv #psychology #news","psychology,news",
Health and Fitness,Health and Fitness/Women's Health,RT @Women_Fit: You are successful the moment you start moving toward a worthwhile goal.,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @FitnessMagazine: What Is the Keto Diet, and Should You Be Trying It?:
https://t.co/T1EZ5ulfvS https://t.co/2jqViPcuf6",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @FitnessMagazine: The Truth About Saturated Fats:
https://t.co/gLnGz44pVR https://t.co/B8uSM3qsS2",,
Health and Fitness,Health and Fitness/Mental Health,"RT @BekaLombardo: Can you spare a few bucks to donate to our @OOTDWalks 
@afspnational charity walk?
https://t.co/X95ubNJPg0
#suicideprevention #awareness","suicideprevention,awareness",
Health and Fitness,Health and Fitness/Health Technology,"RT @picardonhealth: I will donate $1 to the #GordDownie Fund for #BrainCancer Research for every RT. 
I'm at $363 and counting. #TheHip https://t.co/Yq3Ak3lfzr","GordDownie,BrainCancer,TheHip",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @Schwarzenegger: The @ArnoldSports Asia in Hong Kong was a hit and we are now open for business on every continent. #fitnesscrusade https://t.co/CVkwzAm50j,fitnesscrusade,
Health and Fitness,Health and Fitness/Men's Health,RT @MensFitness: 5 muscles you're neglecting—and how to train them: https://t.co/QDRCqkYPG9 https://t.co/oqaX23ZwnJ,,
Health and Fitness,Health and Fitness/Sports Medicine,"RT @Scienceofsport: 46:53 at 15km. 15:45 for the last 5km, slowest so far.  Really nothing on at the front, which is why the lead group is 33 large.",,
Health and Fitness,Health and Fitness/Sports Medicine,"RT @Scienceofsport: 62:27 for 20km. 15:34 for the last 5km, so only slightly faster. There'll be a seriously fast 5km segment in the second half somewhere",,
Health and Fitness,Health and Fitness/Men's Health,RT @MensFitness: 8 fat-burning intervals that will change how you see cardio: https://t.co/eqMA6B7CV5 https://t.co/C94nHwbAnx,,
Health and Fitness,Health and Fitness/Sports Medicine,"RT @Scienceofsport: Things are happening now, and the lead group is shedding guys rapidly. Now down to 11. Rupp is there. Kipchoge &amp; Biwott too.",,
Health and Fitness,Health and Fitness/Sports Medicine,"RT @Scienceofsport: Sorry, I missed Korir. Mutai &amp; Biwott are drifting back, Rupp is at the back of five with Kipchoge, Berhane, Lilesa &amp; Korir",,
Health and Fitness,Health and Fitness/Health Technology,RT @greatist: The Best Yoga Poses When You Feel Super Full: https://t.co/lGU1gMguyC #yoga #relaxation https://t.co/dayrfNncam,"yoga,relaxation",
Health and Fitness,Health and Fitness/Sports Medicine,"RT @Scienceofsport: Now it's down to three - Kipchoge, Rupp &amp; Lilesa. Salazar sure is having a good Games. 9km left to run.",,
Health and Fitness,Health and Fitness/Sports Medicine,"RT @Scienceofsport: Meb ends his Olympic career with a small incident, and a touch of class &amp; humor https://t.co/0XjNrwWrLS",,
Health and Fitness,Health and Fitness/Sports Medicine,"RT @Scienceofsport: Love the scenes at the end of the marathon. Bruno of #ARG cramping badly, side-shuffles last 500m to 137th https://t.co/W5dktUehcX",ARG,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: It's #competition time! #Win a Fitbit in our #prize #giveaway. RT &amp; Follow to enter #realbuzzFitbit https://t.co/oricbQpTu4,"competition,Win,prize,giveaway,realbuzzFitbit",
Health and Fitness,Health and Fitness/Health Technology,"RT @picardonhealth: I will donate $1 to the #GordDownie Fund for #BrainCancer Research for every RT. 
I'm at $363 and counting. #TheHip https://t.co/Yq3Ak3lfzr","GordDownie,BrainCancer,TheHip",
Health and Fitness,Health and Fitness/Sports Medicine,RT @CyclingSurgeon: Inside the Body of a Multi-Time Tour de France Champion https://t.co/5xFuazZDa8 https://t.co/jVMWAFrfq1,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @911well: Never give up on anything that is still in your heart. #Followyourheart https://t.co/qL5Lv0OZyU,Followyourheart,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @thebodycoach: The difference between your body this week and next week is what you do in the next 7 days to achieve your goals 🙌🏽😎,,"raised_hands,sunglasses"
Health and Fitness,Health and Fitness/Dental Care,RT @comparethetreat: #Weekend #Winners #Win a relaxing spa weekend for 2 @BicHotelGolfSpa Follow us &amp; Retweet to enter - Good luck! https://t.co/vAnUX6wOAN,"Weekend,Winners,Win",
Health and Fitness,Health and Fitness/Dental Care,RT @comparethetreat: #Weekend #Winners #Win a relaxing spa weekend for 2 @BicHotelGolfSpa Follow us &amp; Retweet to enter - Good luck! https://t.co/CgXObJZljg,"Weekend,Winners,Win",
Health and Fitness,Health and Fitness/Women's Health,RT @Women_Fit: I learned that the only way you are going to get anywhere in life is to work hard at it. -Bruce Jenner,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @runnersworld: Here are the top 15 running moments from the #Olympics https://t.co/pNABiyiEJj https://t.co/CQxjljv8eM,Olympics,
Health and Fitness,Health and Fitness/Health Technology,"RT @picardonhealth: Expected a few hundred RTs but got an amazing 5.2K RTs Saturday night. 
Here's my gift. Hope you will give too. 2/2 https://t.co/tGaKgvVlFD",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @FitnessMagazine: 5 Pilates Moves That Torch Calories and Tone Everything:
https://t.co/EOOxCsZD3h https://t.co/H6cXrIwO9Q",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: It's #competition time! #Win a Fitbit in our #prize #giveaway. RT &amp; Follow to enter #realbuzzFitbit https://t.co/ZNO2wlFEuS,"competition,Win,prize,giveaway,realbuzzFitbit",
Health and Fitness,Health and Fitness/Weight Loss,"RT @BooteaTeatox: ✖️ GIVEAWAY ✖️ WIN our BOOTEA BUNDLE 🎉 To enter simply follow us, RT this AND our pinned tweet - Winner 10/09 😍 https://t.co/ABKkMuJ8Jz",,"heavy_multiplication_x,heavy_multiplication_x,tada,heart_eyes"
Health and Fitness,Health and Fitness/Mental Health,RT @MindframeMedia: .@theprojecttv a range of services are available. For young people @KidsHelplineAU &amp; @headspace_aus http://t.co/LUROWmVPf4,,
Health and Fitness,Health and Fitness/Mental Health,"RT @YFrontsAUS: The best #mApp for men. If you don't agree, there's a spot for feedback https://t.co/IOZ2s58GFS #YFRONTS™ https://t.co/CXJuMj2lNz","mApp,YFRONTS",
Health and Fitness,Health and Fitness/Mental Health,RT @MindframeMedia: Media: reporting #mentalillness &amp;/or #suicide issues today? See our resources for advice https://t.co/YAtDcyPaQs https://t.co/EoW9jnzdZy,"mentalillness,suicide",
Health and Fitness,Health and Fitness/Aging,Bout time you mfs paid me @DeptVetAffairs stop doing our troops dirty with the low ball VA ratings. Should support and pay vets properly.,,
Health and Fitness,Health and Fitness/Mental Health,"RT @PTSD_Awarene55: Day34 Press-Up Challenge Plus, Raising #Extra Awareness for #PTSD @CombatStress @VeteransUK_MOD @Army_BeTheBest. https://t.co/Iy3d48aTAN","Extra,PTSD",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @HeatherHardyBox: Thank you @NBCSN! Tonight is history! @premierboxing @loudibella @hillimpact @dymatize @adidasboxing https://t.co/D0ynSkt13d,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @MuscleFoodUK: 🍕🍕🍕🍕 FREE PROTEIN PIZZA - Just Follow &amp; Re-Tweet for your chance to WIN 10 - YES 10 🍕🍕🍕🍕

https://t.co/pmvaww5NXD https://t.co/QJB7xbeIAa",,"pizza,pizza,pizza,pizza,pizza,pizza,pizza,pizza"
Health and Fitness,Health and Fitness/Sports Medicine,RT @SportsDocRadio: #HealthyAgeing: Health benefits of regular exercise: https://t.co/1fSGN8YSva https://t.co/x8uVkRkhQ9,HealthyAgeing,
Health and Fitness,Health and Fitness/Health Technology,@AmyxIoT Evoke Director Dean has also been reflecting on ways in which the #IoT looks set to aid the health sector https://t.co/4OlD1brIiU,IoT,
Health and Fitness,Health and Fitness/Women's Health,Is Sleeping in Your Bra Bad for Your Health? - Women's Health https://t.co/Lb87J11OL0 via @UKWomensHealth,,
Health and Fitness,Health and Fitness/Addiction,"RT @mindbodygreen: Beauty ""Rules"" For Your Best Skin At Every Age by @jevansskincare https://t.co/4xfuKxVCmx https://t.co/XfgsDdvuth",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @AJFitness67: Great catch up with the boss @RJBaptiste - v.motivating as always. Smashing his prep, go get 'em champ! @UKTeam_Optimum #GoHardOrGoHome",GoHardOrGoHome,
Health and Fitness,Health and Fitness/Disease Centres and Information,RT @macmillancancer: The Online Community are looking for guest bloggers to mark Lymphoma Awareness Day. Email community@macmillan.org.uk to get involved,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,@BillGates @Plaid_Buffett @TEDTalks @applenws @china @Visit_Japan @Gatorade @WorldofCocaCola @pepsi @vitaminworld @VitaminShoppe...VARIETY,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @JenSelter: Have a great Monday everyone!,,
Health and Fitness,Health and Fitness/Women's Health,RT @AlexaBliss_WWE: So honored &amp; excited to be on the cover of this months @mandfhers magazine ! Check it out ! @WWE https://t.co/PC1A4yxtjx,,
Health and Fitness,Health and Fitness/Women's Health,These LunarEpic Low Flyknits are 🔥 Just warming up with 7.00 miles to start my week! @NikeRunning @nikewomen @Nike https://t.co/gzvsIK8jfp,,fire
Health and Fitness,Health and Fitness/Health Technology,"RT @GregMcMillan: Problem w/ overstriding ? Think ""paw back"" &amp; focus on pushing off behind you instead of reaching out in front. @lumobodytech sensor can help",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @CrossFit: ""When does 'unethical' become 'criminal?'"" —@BergerRussell https://t.co/sVFsBLfwmA",,
Health and Fitness,Health and Fitness/Dental Care,RT @comparethetreat: #Weekend #Winners #Win a relaxing spa weekend for 2 @BicHotelGolfSpa Follow us &amp; Retweet to enter - Good luck! https://t.co/CgXObJZljg,"Weekend,Winners,Win",
Health and Fitness,Health and Fitness/Health Technology,RT @validic: Validic's @andrewhooge to discuss collecting athlete #digitalhealth data &amp; how to make it meaningful #Wearable16 https://t.co/Fc89lVgcOb,"digitalhealth,Wearable16",
Health and Fitness,Health and Fitness/Exercise and Nutrition,@presentlyrun @runblogaz @runnersworld love it! :) #bibchat,bibchat,
Health and Fitness,Health and Fitness/Women's Health,RT @nikewomen: @MarieAlojado Comin' in hot.,,
Health and Fitness,Health and Fitness/Weight Loss,Just seen the advert for the @thebodycoach tv programme. I'm So excited 😁😬😬😬😬,,"grin,grimacing,grimacing,grimacing,grimacing"
Health and Fitness,Health and Fitness/Disease Centres and Information,RT @TheStrokeAssoc: Emily didn't get the care &amp; support she needed after she had a stroke. Make her voice heard: https://t.co/QhvLAKcPFb https://t.co/liQlofQfFK,,
Health and Fitness,Health and Fitness/Aging,RT @soncabral: @TMagic_You @C_Kotterman @JuliaZek @B2LFinanceEL @KommuruBooks @AgePotential thanks 😊 #Madeira #Portugal https://t.co/JZWGlvlBHL,"Madeira,Portugal",blush
Health and Fitness,Health and Fitness/Exercise and Nutrition,"@thebodycoach you and Keith are killing me I can't stop laughing 😂 best snapchats ever! ""Keith what's that called?"" https://t.co/4HLb1fiI9v",,joy
Health and Fitness,Health and Fitness/Weight Loss,"@thebodycoach @C_J_Hanbury babe follow Joe on snapchat if you haven't already! Great workouts and training, but also pant-wettingly funny 😂",,joy
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @JenSelter: How to be successful: Focus on your own stuff,,
Health and Fitness,Health and Fitness/Women's Health,RT @POPSUGARFitness: Watch Olympians react with pure joy as they realize they've medaled #Rio2016 https://t.co/w4Zpkd0kDD https://t.co/Avha8n67Cq,Rio2016,
Health and Fitness,Health and Fitness/Women's Health,RT @POPSUGARFitness: Get in and out of the gym quickly with a 20-minute workout: https://t.co/pY99MleU2t https://t.co/thMwGR6dcv,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @runnersworld: 6 foods to eat when you're working toward a six-pack https://t.co/qz96dgvqDa via @WomensHealthMag https://t.co/KVQle3l1n4,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @runnersworld: These 5 health foods actually aren't so healthy: https://t.co/WLYpmkK1WX https://t.co/ntCtveCpEu,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @runnersworld: This team won no medals in Rio, but it captured the world's attention #Olympics https://t.co/SWk6XYwkOk https://t.co/jGWJbLR3J6",Olympics,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @OrganicLifeMag: Italian research says yes to pasta: https://t.co/bA7E4BL57U via @runnersworld https://t.co/zxVuEqBWjL,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @runnersworld: The 6 most effective core exercises for distance athletes: https://t.co/DcBAaUeuKV https://t.co/LcHNeJQB1F,,
Health and Fitness,Health and Fitness/Women's Health,"RT @Shape_Magazine: Short on time? This insanely effective circuit only takes 25 minutes!
https://t.co/VAjzUZ3VyZ https://t.co/leYB1JLmbC",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @WellandGoodNYC: Have back pain? Try these 5 workouts: 
https://t.co/FrSnOAId09",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SweatbandActive: #Win a #IFit #Fitness Tracker worth £99.00! RT&amp;F https://t.co/pYVb9q7Yhj #competition #giveaway #Draw 25/08/16 https://t.co/yjtkcCYkf6,"Win,IFit,Fitness,competition,giveaway,Draw",
Health and Fitness,Health and Fitness/Addiction,Can't Sleep? Try This Foam Rolling Routine by @Loroxburgh https://t.co/ebvk3Mx5OT via @mindbodygreen,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @FlTNESS: This looks delicious 😍👅 https://t.co/JpFjH0JM9B,,"heart_eyes,tongue"
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @tathyanacris17: @kellypenaranda  sigame https://t.co/FUIBfN5ljr,,
Health and Fitness,Health and Fitness/Addiction,"RT @for_hillary: @KABCRadio @drdrew @HillaryClinton is the ""Dr"" aware of slander &amp; libel laws? You can't diagnose someone you've never seen. #malpractice",malpractice,
Health and Fitness,Health and Fitness/Health Technology,@FitbitUK got a new fitbit flex-not very accurate at counting steps. Had HR charge before &amp; that far more accurate. What could be problem?,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @911well: Success is walking from challenge to challenge and never losing your positivity or enthusiasm #Success #Mindfulness https://t.co/4sexoYmF3y,"Success,Mindfulness",
Health and Fitness,Health and Fitness/Alternative Medicine,RT @mercola: Being short on time is no longer an excuse for not exercising. #exercise #fitness #hiit https://t.co/rWjW9ys7NI,"exercise,fitness,hiit",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @CrossFit: Did you do tire flips in a workout this weekend? #crossfit https://t.co/hG4HiuoHJD,crossfit,
Health and Fitness,Health and Fitness/Mental Health,@OliverSacks Breaking down the stigma and highlighting the fine balance of the mind #MotivationTuesday #holidays https://t.co/OhPFH43cm0,"MotivationTuesday,holidays",
Health and Fitness,Health and Fitness/Health Technology,"RT @picardonhealth: Praise for @VancouverPD: They understand mental illness, by Susan Inman  https://t.co/wbcVp77gbr @huffpostbc #mentalhealth #policing","mentalhealth,policing",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @MensHealthMag: 4 moves trainers hate (and what you should do instead): 
https://t.co/q1y80t4cTO https://t.co/IA9Co7Jqhl",,
Health and Fitness,Health and Fitness/Men's Health,"RT @MensHealthMag: Morning + coffee = poop. Here’s why:
https://t.co/leiNXCqygM https://t.co/oJEKZjYLBw",,
Health and Fitness,Health and Fitness/Mental Health,RT @RobertWCullen: Your heart knows things that your mind can't explain. @10MillionMiler #quote #inspiration #leadership RT@911well https://t.co/bppRG2lzm6,"quote,inspiration,leadership",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @MensHealthMag: 6 things you should know before going commando: 
https://t.co/lrlY4Cb2BV https://t.co/q14EHJzZ9o",,
Health and Fitness,Health and Fitness/Mental Health,"RT @HeartInternet: From the @wwe to @theCALMzone, Ben Tallon of @ArrestAllMimics tells us his best moments: https://t.co/Mn7jvOjQkq https://t.co/fQQj3m3sPT",,
Health and Fitness,Health and Fitness/Disease Centres and Information,Another day in the life https://t.co/aDINpuN3Ek of @thetrilife athlete Mel B @nottmgirlscan with @macmillancancer @RobinHoodHalf @BootsUK,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @thebodycoach: EXCITING NEWS 😆📺 My first @channel4 TV show will be airing Monday 29th August at 7.10pm 😬🙌🏽🎉📺 I can't wait 🎉 RT 😄 https://t.co/S6MJsHTcrC,,"laughing,tv,grimacing,raised_hands,tada,tv,tada,smile"
Health and Fitness,Health and Fitness/Exercise and Nutrition,@thebodycoach @Channel4 can not wait,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SweatbandActive: #Win a #IFit #Fitness Tracker worth £99.00! RT&amp;F https://t.co/pYVb9q7Yhj #competition #giveaway #Draw 25/08/16 https://t.co/55MOPyQ7ug,"Win,IFit,Fitness,competition,giveaway,Draw",
Health and Fitness,Health and Fitness/Aging,RT @Sartle: @orneryalways Did you know NY health authorities banned one of Hirst's grosser works? https://t.co/8wmzpA5MMg,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,Why the experts say you should add intervals to your race training plan via @WellandGoodNYC https://t.co/WH4wnXlVD2 #shred2race,shred2race,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win a Fitbit in our August #competition #giveaway. Follow &amp; RT to enter. #realbuzzFitbit https://t.co/3F1Jdyz0Ms,"Win,competition,giveaway,realbuzzFitbit",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @JenSelter: Thank you so much beautiful! https://t.co/wd12iCwrJz,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,@JenSelter still working because of you😍. U inspire me,,heart_eyes
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @JenSelter: .@drpdeadbabe happy birthday babygirl! Hope you have the best day ❤️❤️❤️ love ya!,,"heart,heart,heart"
Health and Fitness,Health and Fitness/Addiction,The Essential Grocery List for 'Clean' Eating by @InTheFreshLane https://t.co/Leoni3bGTN via @mindbodygreen,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @JenSelter: Thank you so much @SandosCancun, woke up with a big smile today!😍 https://t.co/ywJZDStEMo",,heart_eyes
Health and Fitness,Health and Fitness/Mental Health,RT @911well: One of the most simple ways to stay happy is to let go of all the things that make you sad. People &amp; Things https://t.co/teOwh4iwFt,,
Health and Fitness,Health and Fitness/Sports Medicine,@MarkCiolek @tomgoom @RunningReform @rwilly2003 @DrChrisBarton @gorunnerya Read some of @Kropelnicki's stuff. Tri stuff but super sharp guy!,,
Health and Fitness,Health and Fitness/Women's Health,"Thank you @nikewomen for ""CONNECT-ing"" me with these dope kicks and getting me AMPed up for training! @NikeTraining https://t.co/Q9V9ZNAHiD",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,@RogueFitness @CamilleLbaz luv u camille!!!,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @RogueFitness: Rogue athlete @CamilleLbaz carrying the Rogue Med Ball at The Ranch

https://t.co/hR7cEInjCq https://t.co/AB9ZaMRij6",,
Health and Fitness,Health and Fitness/Sports Medicine,https://t.co/PpOaD4kBY0 Great stuff as usual by @tomgoom and @BJSM_BMJ continuing his #runningseries. This time on #achillestendinopathy,"runningseries,achillestendinopathy",
Health and Fitness,Health and Fitness/Women's Health,@jessuhcuh @nikewomen @NikeTraining thank you! so happy theyre lace free which means easier wear for the next few months lol,,
Health and Fitness,Health and Fitness/Women's Health,@jessuhcuh @nikewomen @NikeTraining miss you too! NRC tomorrow?,,
Health and Fitness,Health and Fitness/Weight Loss,RT @thebodycoach: EXCITING NEWS 😆📺 My first @channel4 TV show will be airing Monday 29th August at 7.10pm 😬🙌🏽🎉📺 I can't wait 🎉 RT 😄 https://t.co/S6MJsHTcrC,,"laughing,tv,grimacing,raised_hands,tada,tv,tada,smile"
Health and Fitness,Health and Fitness/Exercise and Nutrition,@MyproteinUK - #MySyrup - what a game changer!! This is going to sort my sugar cravings right out! The butterscotch flavour is delightful 🙌🏻,MySyrup,raised_hands
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @PuritansPride: #GIVEAWAY: RT &amp; follow us for a chance to #win a Hair, Skin, and Nails prize pack: https://t.co/Nc73dtQw20 #arganoil https://t.co/yA80rbTfh5","GIVEAWAY,win,arganoil",
Health and Fitness,Health and Fitness/Women's Health,@nikewomen you got it!!! ready to put these babies to work ASAP!,,
Health and Fitness,Health and Fitness/Men's Health,RT @MensFitness: 17 epic highlights and crazy statistics from the 2016 Rio #Olympics https://t.co/z9vKmjHG2A https://t.co/wzXbpgNxHj,Olympics,
Health and Fitness,Health and Fitness/Men's Health,RT @MensFitness: The 15 most stylish headphones out right now: https://t.co/O8pK8F3GfA https://t.co/j01Xi6Jlld,,
Health and Fitness,Health and Fitness/Men's Health,RT @MensFitness: The 21 best exercises to lose weight and burn fat: https://t.co/QHkBIpt3cW https://t.co/4bbA7rdAAd,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @FitnessMagazine: 6 Lessons I Learned When I Gave Up Sugar for 30 Long, Difficult Days:
https://t.co/udoW4e2duH https://t.co/1g4CP6vI13",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,@thebodycoach whoops I called your buddy by the wrong name! Think you're saying Keys 😂 not Keith! He's hilarious on the boat in his rain mac,,joy
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @FlTNESS: Standing Ab Workout 👏🏼 https://t.co/6xRfhSk20J,,clap
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @fitflyshaker: Enter to Win a Free Tub of @QuestNutrition Protein Powder! #cheatclean #fitness https://t.co/7iK9NqMvHX https://t.co/dPQqlImcDJ,"cheatclean,fitness",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @FlTNESS: Standing Ab Workout 👏🏼 https://t.co/6xRfhSk20J,,clap
Health and Fitness,Health and Fitness/Exercise and Nutrition,@CatSully15 @WomensHealthMag @MrsLeahBates we will see you there! Get ready for a fun warm up and post-run workout with some familiar faces.,,
Health and Fitness,Health and Fitness/Women's Health,"No matter who you are, I'll always be your #1 cheerleader! Good vibes and high fives only👋🏽! @nikewomen @NikeRunning https://t.co/voCBGQhFf0",,wave
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @NutriBulletUK: Follow&amp;RT to be in to WIN a hamper of #NutriBullet, @VitaCocoUK &amp; @Kilner_UK goodies! 🎉T&amp;Cs: https://t.co/dTYcIvabUC https://t.co/8G6qDAGQmw",NutriBullet,tada
Health and Fitness,Health and Fitness/Exercise and Nutrition,@FLEX_Magazine  i dont fuhh wit no steroids big dawg!!,,
Health and Fitness,Health and Fitness/Women's Health,@WhitneyHilde @nikewomen @NikeRunning GET IT GIRL! do work!,,
Health and Fitness,Health and Fitness/Women's Health,@Lingking27 @nikewomen @NikeRunning only cause i got the best sole sisters to cheer on &lt;3,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @TheRock: Always an honor. Thank you @muscle_fitness! Cool announcements coming at Mr Olympia. @SevenBucksProd #GlobalFitness https://t.co/zQifToAd2M,GlobalFitness,
Health and Fitness,Health and Fitness/Exercise and Nutrition,Aging too fast? Know the signs of aging &amp; improve your chances for #longevity #podcast. @AHealthBlog @PreventionMag https://t.co/GRxZikbGN1,"longevity,podcast",
Health and Fitness,Health and Fitness/Women's Health,Medical Minute on the #thyroid. Too much...too little. Know the signs and #symptoms. @HealthyLiving @WomensHealthMag https://t.co/CYykxEgkAb,"thyroid,symptoms",
Health and Fitness,Health and Fitness/Women's Health,RT @jessuhcuh: Thank you @NikeTraining @nikewomen for empowering me to inspire others at my gym to be #Unlimited 🙌🏽 #Betterforit #StrongerTogether,"Unlimited,Betterforit,StrongerTogether",raised_hands
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @panasonic: As Official Ceremony Partner for #Rio2016, we're sharing the passion with people worldwide https://t.co/i1kt9lXwkp https://t.co/fZy2UITGik",Rio2016,
Health and Fitness,Health and Fitness/Men's Health,The Leg Day Workout That’s Over In 9 Minutes https://t.co/UAr0nkzyQ6 via @menshealthmag,,
Health and Fitness,Health and Fitness/Health Technology,"@yummly Tried to click your API link in your footer of your homepage, but it leads to a broken site. Do you have a working API?",,
Health and Fitness,Health and Fitness/Women's Health,"RT @Women_Fit: To be successful, you must decide exactly what you want to accomplish, then resolve to pay the price to get it.",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @FitnessMagazine: The No-Joke Ab Workout That Only Takes 5 (Brutal) Minutes:
https://t.co/IeLw0tbjCq https://t.co/9bN8fZJtNK",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @MensHealthMag: Trigger new muscle growth with a handful of moves:
https://t.co/VN252Qx7t1",,
Health and Fitness,Health and Fitness/Women's Health,"RT @WomensFitnessuk: WIN 1 of 5 LEAN Nutrition Bundles with CLA, Whey Protein &amp; BCAA. RT &amp; Follow @leannutritionuk to enter by 26th Aug! https://t.co/WwWoooOPZf",,
